2013-07-13 18:11:40	1	De águila ocho logro dictadura	3.42	2260210
2011-03-21 10:10:00	1	Construcción probable con aún bragas,	1.67	2422244
2010-10-10 17:05:44	1	Relojería enfado instante tuya mes	5.72	5467192
2016-01-17 17:58:44	1	Campo tener picante, gorrión sandía	1.76	5239148
2012-01-12 06:37:35	1	Multifunción sobrino jugar símbolo avance	4.71	2331013
2012-09-13 13:53:38	1	Construcción corriente búsqueda espinilla callar	3.04	790012
2009-04-17 06:05:44	1	Fijación tan selva bolsa domingo	2.8	1976423
2018-02-18 17:39:02	1	Desbaste confianza interior boleto creer	4.11	2395948
2009-02-06 08:55:07	1	Fijación alegrarse longitud alcanzar tras	4.54	5735913
2005-09-20 07:57:37	1	Multifunción expendedora qué lejano llevar	4.61	4176655
2018-07-28 18:06:24	1	Multifunción rechazar pie crear cerdo	5.13	1257581
2006-11-14 07:28:25	1	Fijación dirección planta gente fresco	2.69	4776120
2005-08-11 08:02:25	1	Ajuste exactamente milenio ardiente después	1.14	3540618
2014-06-18 10:50:18	1	Soldadura mente ruta avance chaqueta	3.18	1546155
2016-12-08 10:35:18	1	Tornillos aire entender, varias dado	1.84	3399112
2005-03-15 12:57:38	1	Carpintería papel alejar entrevistar carne	5.42	152481
2015-04-21 08:08:56	1	Ajuste atrás, dibujo sugerir apetitoso	1.2	3532855
2017-10-09 18:27:48	1	Medición entrada camisa aquí lanzar	5.85	3758701
2005-10-09 11:07:51	1	Carpintería arrojar urbano transcurso dormitorio	3.32	223224
2016-04-22 07:08:26	1	Mecánicas espera despejado parte decir	5.9	29299
2012-03-04 16:46:38	1	Multifunción simple, enfado clavo costa	5.19	4111581
2005-06-15 07:33:07	1	Sujeción vehículo rechazar transporte primo	1.34	3626799
2016-11-06 11:00:57	1	Mecánicas contrario, Adverbios búsqueda compañía	5.47	3351746
2013-07-22 17:56:33	1	Jardinería hasta vuestra entrada percepción	4.83	2511454
2019-02-15 17:59:10	1	Jardinería añadir, encuentro tarifa rechazar	1.79	2711496
2017-09-16 17:52:14	1	Ajuste kilómetro cuáles sobrino empezar	2.09	4073818
2010-05-17 13:17:35	1	Corte por meta rural delgado	3.97	2646695
2005-06-19 15:51:12	1	Unión ocasión hoy tigre ninguno,	4.17	3129718
2016-03-14 13:06:40	1	Sujeción Sensaciones tener privado alemán	4.01	3189408
2017-04-13 07:22:21	1	Plomería afuera, hechos nuevo aproximadamente	4.35	2331911
2010-09-18 10:20:42	1	Unión dios amiga utilización sentido	4.67	1190824
2018-01-10 06:44:03	1	Ajuste lodo vuestra maloliente añadir,	5.08	5612323
2014-03-09 13:47:25	1	Soldadura dónde brazo arriba, hilo	3.65	2290582
2012-04-15 09:57:08	1	Plomería vuestra terminar, colega bicho	5.9	3117024
2012-05-08 20:33:31	1	Precisión reparar serio calendario mono	3.13	513220
2015-04-12 11:40:14	1	Mecánicas grande esa, comprobar, buen	3.99	2342169
2014-04-14 08:23:41	1	Soldadura solicitud carrera marrón, de	2.21	5550207
2020-03-17 10:22:39	1	Tornillos dividir, calamar hoja decisión	5.28	3846202
2011-08-19 07:15:36	1	Plomería cerebro historia vez interrogativos	2.52	2083516
2015-12-06 13:35:04	1	Montaje otra pájaro comenzar, qué	5.44	4584812
2015-10-01 09:58:54	1	Jardinería distinguir amarillo dado marisco	3.31	3299553
2012-01-05 10:28:30	1	Desbaste siguiente largo, manual similitud	5.81	939232
2008-02-01 11:46:57	1	Campo aire botón cerro raíz	3.71	5295332
2012-08-05 15:15:41	1	Montaje crecimiento vez familia artículo	5.03	301847
2011-12-08 09:01:16	1	Golpe secreto nuevo luego allá	3.52	5328979
2010-07-16 09:18:57	1	Fijación sal sobrino molusco encima	1.91	5561428
2020-11-24 10:39:18	1	Construcción cinturón que cambiar Sensaciones	5.01	1595796
2011-07-04 15:01:55	1	Relojería Familia tal dado comprender	5.84	3140411
2019-08-14 16:11:03	1	Construcción comprender Pronombres cargo cinturón	5.12	5425100
2013-08-02 18:08:42	1	De ser fracaso carácter aceleración	1.63	424531
2018-04-25 18:31:19	1	Campo faltar fuera usted cambiar	4.71	1119546
2008-01-26 10:03:54	1	Corte altura computadora, segundo opuesto,	4.12	84054
2016-08-13 16:00:08	1	Jardinería bosque nombre abdomen encima	1.3	4390779
2017-03-04 18:08:28	1	Tornillos analizar algo nuevo cuáles	2.11	4405842
2006-12-19 06:35:59	1	Multifunción expendedora cinco Auxiliares Otros	4.6	1163994
2019-07-25 13:26:36	1	Montaje único boleto suya reciente	3.52	5654595
2013-11-06 13:08:12	1	Fijación aritmética menor precisar posterior	4.17	3182129
2006-07-19 14:34:18	1	Pintura asociación ratón periódico, kilo	1.98	4151091
2010-09-12 08:55:01	1	Fijación altura obvio largo, parasol	5.76	4443475
2018-01-15 20:47:00	1	Precisión particular puerta logro tamaño	4.47	1153073
2019-10-07 16:09:45	1	Cerrajería ciruela entretenimiento por arriba,	1.54	4272796
2017-07-06 06:48:59	1	Herrería cuarto Transportes intendente tratar	5.76	5577387
2016-07-26 12:58:22	1	Golpe sector religión falda varios,	3.8	6000121
2018-01-13 06:57:35	1	Herrería oficina violeta detestar calidad	4.68	3854482
2020-09-17 10:33:22	1	Herrería amarillo rechazar puesto os	2.73	637980
2019-01-11 18:54:02	1	Jardinería cerca enfado cinturón nuevo	2.22	5768480
2013-03-16 07:03:38	1	Multifunción alegría león feliz inglés	2.13	4431394
2008-02-01 15:44:22	1	Plomería anciano nuestro, similitud energía	5	5921926
2006-04-20 13:36:20	1	Precisión total ver grado comenzar,	2.98	2963438
2016-11-11 15:25:30	1	Corte justo llegar sugerencia a	1.55	3043415
2016-08-17 13:12:04	1	Multifunción representante artístico evaluar Cuerpo	1.75	1139132
2017-10-27 14:34:36	1	Mecánicas solicitar color agregar conseguir	3.61	2868483
2006-10-20 13:05:22	1	Fijación litro posterior trigo dios	3.47	4202429
2018-02-19 13:17:18	1	Plomería computadora, calidad cortar humanidad	5.46	3901866
2020-06-22 10:08:20	1	Cerrajería humanidad millonésimo piel español	4.21	989147
2007-12-22 09:17:36	1	Golpe curso comer ardiente elogiar	4.34	1886038
2006-01-04 14:22:20	1	Multifunción sistema alma paz enojarse,	2.77	4636623
2005-07-26 18:04:19	1	Pintura amplio Pronombres Espacio ciruela	1.29	5612082
2020-10-18 20:49:19	1	Multifunción difícilmente tráfico elevador francés	2.07	1326627
2019-08-09 14:58:03	1	Desbaste exactamente poner tomar ciudad	4.39	5872579
2009-11-22 08:00:40	1	Jardinería tarde función Lenguaje calidad	4.18	1446768
2007-08-05 14:59:52	1	Soldadura a caluroso litro terminar,	2.08	3805433
2011-01-25 09:53:09	1	Soldadura anciana causa solitario raíz	4.54	3509157
2008-05-01 08:57:08	1	Herrería secreto inicio, metro aburrirse	3.85	1812615
2009-03-11 07:36:07	1	Precisión programa probabilidad cintura al	1.43	1324739
2018-12-27 11:56:01	1	Pintura logro sur dato percepción	3.43	3643673
2014-05-10 19:07:57	1	Medición agarrar orden cantar Adverbios	1.87	2231355
2005-03-22 09:28:47	1	Golpe distinto según aunque arrojar	4.47	2143027
2007-09-24 20:43:49	1	Jardinería cargo zona comisión ella,	4.17	3689031
2009-04-11 18:25:47	1	Construcción monte hueso mover espera	2.96	1037397
2011-03-04 14:41:29	1	Cerrajería pretender tigre serpiente aumento	4.64	2516683
2018-05-16 10:47:40	1	Fijación milímetro ir guerra explicar	3.21	4145178
2008-10-13 09:31:38	1	Relojería habitación justo simple, café	4.31	2921944
2009-10-20 14:55:18	1	Campo laguna bolsa futuro aún	2.92	4409436
2015-07-13 13:15:53	1	Relojería usual permiso pretender acierto	1.26	670686
2016-06-19 16:36:14	1	Herrería estos, aquellos, difícilmente posible	2.24	3803617
2010-02-02 07:55:15	1	Herrería cortar nuestra doblar departamento	5.78	3663595
2012-07-19 15:24:15	1	Ajuste recuerdo si representante criatura	1.62	1655567
2005-09-11 14:18:02	1	Corte color mar ahí desenvolver	5.51	5592956
2011-10-08 11:13:36	1	Multifunción propósito acto cuadro manga	3.22	4619846
2012-11-25 11:36:14	1	Relojería entrar padre nariz lombriz	2.72	3623785
2020-01-10 14:49:34	1	Relojería bien señora kilómetro la,	5.13	5256035
2020-12-06 13:37:33	1	Montaje sensación mundo calendario aquella,	1.88	4469616
2013-07-09 14:04:15	1	Montaje bueno, solapa, departamento calor	1.9	1441494
2019-01-06 07:51:07	1	Unión Plantas espacio cero falso	4.56	5358778
2011-08-23 11:26:31	1	Cerrajería abstractos corte descartar caballero	2.22	4798724
2017-01-22 06:31:17	1	Herrería Preposiciones muslo frío pareja	3.41	375739
2008-08-17 08:23:18	1	Fijación parte sistema sobrino máquina	5.33	5180041
2005-07-22 18:58:23	1	Herrería economía alejar representante cambiar	1.08	3201814
2015-10-11 17:20:46	1	Ajuste calidad sugerencia ansioso sobrina	3.77	208027
2008-12-23 17:13:02	1	Herrería hotel primera entretenimiento sin	2.28	623802
2010-06-22 11:48:55	1	Construcción parasol ancho cabeza trabajar	4.9	833461
2011-02-28 17:46:10	1	Cerrajería época libertad temprano que	5.01	3872630
2013-09-18 18:49:42	1	Cerrajería oír, mejor partido fabricar	3.53	4233730
2005-05-05 14:34:16	1	Montaje bebida partir ciruela carácter	3.52	3982684
2010-02-28 14:01:07	1	Jardinería panel origen causa cremallera,	5.26	2510489
2015-12-12 06:21:44	1	Golpe cercano molusco ferrocarril calzoncillo	2.17	2251975
2009-03-27 15:51:02	1	Sujeción cuervo varios, clavar alcalde	1.38	1012280
2010-12-13 08:01:52	1	Construcción animal susto elevador siete	2.4	772240
2005-06-03 14:06:45	1	Cerrajería mover objeto desde tal	4.9	4546582
2018-07-06 06:40:51	1	Cerrajería hombro cierto aburrimiento similitud	1.96	5241490
2012-06-15 15:08:29	1	Campo coche, caluroso solicitar fuente	2.32	5362676
2016-07-10 07:43:39	1	Jardinería dedo muy ser gracias	3.17	4989247
2018-12-09 09:48:55	1	Unión reciente ciruela retroceder corazón	5.83	2092684
2010-11-18 08:32:32	1	Corte Adverbios carretera fuera origen	3.17	2268058
2005-10-04 16:49:06	1	Fijación velocidad tigre por feliz	1.31	4806262
2007-01-17 08:54:16	1	Corte posterior volumen acto mal	3.19	3114301
2005-05-19 11:50:25	1	Carpintería abstractos crisis nación espera	4.94	2331930
2012-05-06 15:49:58	1	Campo dado jugar carretera naranja,	5.99	3559378
2005-11-07 16:23:18	1	Multifunción vez o alguien hoy	2.74	8712
2006-06-17 18:21:53	1	Multifunción además Otros tan, explicar	5.13	1599218
2013-11-23 10:31:07	1	Plomería diferente, tercero encima sorpresa	1.74	5631707
2016-10-13 20:50:13	1	Herrería trabajo más nuestra presencia	1.11	2529893
2007-04-25 07:17:49	1	Desbaste dios creer molusco alto,	4.63	5191853
2012-09-01 08:10:19	1	Unión carta empezar jueves creer	2.1	4338135
2008-04-25 16:28:43	1	Medición meta Sociedad como reír	4.35	1363990
2008-04-13 11:58:37	1	Montaje alto, comenzar, semana trueno	1.52	1773260
2018-07-03 15:34:09	1	Jardinería mi pantalón imagen Emociones	4.98	2993596
2007-03-15 11:54:52	1	Relojería a cabo oficina ómnibus	1.69	664613
2005-11-06 12:16:39	1	Plomería interés beber trigo manera	2.72	3834774
2011-01-11 15:30:56	1	Ajuste forma luz interesarse lunes	1.11	5102695
2018-06-13 16:40:37	1	Medición azul trasero, interior sangre	4.16	4349259
2011-10-27 09:50:11	1	Relojería labio pájaro claro raíz,	2.83	680379
2007-09-18 14:31:03	1	Unión eso hoja cuánto ninguno,	4.29	3330325
2016-04-26 10:47:44	1	Sujeción reproducción sacar posibilidad volver	5.16	5104473
2009-01-14 09:29:05	1	Carpintería muerte cerdo resfriado estudio	5.02	5526770
2017-05-08 07:09:48	1	Corte posiblemente inicialmente corriente anteriormente	4.05	588845
2008-08-14 07:24:56	1	Carpintería Pronombres ataque futuro destrucción	1.25	3012452
2011-10-22 19:04:07	1	Mecánicas ayudar guerra tomate primero,	3.64	5164744
2020-08-15 06:09:24	1	Medición a pesar sensoriales ya	4.98	1536785
2019-01-21 09:10:12	1	Plomería entonces ojo luz ratón	2.64	5156100
2007-06-24 10:41:56	1	Precisión fuera amplio buen arma	5.27	5905501
2005-01-28 07:52:21	1	Ajuste algo rábano grueso hierro	5.07	2650171
2009-05-19 10:47:54	1	Tornillos Adverbios sal menos dolor	5.05	3682000
2008-05-07 10:36:14	1	Multifunción bambú caracol con Geografía	1.82	373789
2018-10-26 10:29:20	1	Desbaste resultado nos llevar formalidad	3.48	5614372
2010-04-03 12:53:31	1	Fijación figura ciencia norma beneficio	4.12	3582687
2010-09-25 12:29:06	1	Corte antes alcalde probar, Sociedad	4.52	5651356
2020-05-08 09:20:59	1	Mecánicas fin cabeza consejo espinilla	3.46	3855423
2010-07-17 15:04:08	1	Multifunción centésimo esfuerzo arte menor	5.66	5197322
2008-07-21 18:26:49	1	Campo porotos mentira coger aquello	3.95	2871255
2012-12-10 09:10:11	1	Campo bien real detrás coche,	1.83	3775044
2014-08-27 08:41:00	1	Electricidad callar inclusive gas tener	2.01	5861603
2011-07-01 13:59:19	1	Tornillos cómo de, hongo escuela	4.41	5247430
2017-01-26 11:29:32	1	Sujeción palma valor frío atención	1.21	5780487
2019-07-11 09:10:42	1	Unión avión únicamente crecimiento molusco	4.37	151146
2018-08-11 09:43:24	1	Cerrajería hongo fuente coche, solitario	2.37	3185878
2018-08-06 14:06:47	1	Corte añadir, bastante interés crisis	1.68	1127840
2010-07-25 08:22:25	1	Corte significado presidente perjuicio guisantes	5.21	4533297
2013-03-13 08:19:05	1	Campo o acordar bebé palabra	3.2	4518953
2011-10-07 08:38:59	1	Mecánicas deber conexión Adverbios faltar	5.62	5764923
2008-01-19 07:41:06	1	Soldadura desarrollo transcurso fuego existencia	1.16	184618
2006-04-11 08:02:44	1	Sujeción ellas trigo actitud comisión	5	3360515
2018-10-25 10:05:23	1	De urbano nuestra profesión cuatro	1.33	3884
2013-12-06 14:46:27	1	Corte decir consejo comida pues	5.59	3232631
2014-12-05 19:36:01	1	Medición sábado imposible intercambiar probablemente	4.43	2706505
2016-08-04 08:42:53	1	Plomería ellas afirmar entristecerse espectáculo	5.19	2389953
2014-07-15 19:22:14	1	Tornillos escribir metro reunión confianza	3.62	4203903
2015-08-08 19:38:58	1	Ajuste gas nublado Preposiciones otra	1.94	3380890
2014-08-07 17:36:36	1	Tornillos necesidad potencia percibir acción	1.34	3789076
2010-01-23 18:52:26	1	Jardinería despacio conflicto cómo nosotros,	2.26	3055522
2018-03-04 19:06:03	1	Multifunción cierto Pronombres comenzar, calor	1.84	1859548
2019-04-25 12:45:15	1	Jardinería contrario, aire sentir cielo	1.54	1911775
2010-10-06 10:56:48	1	Pintura decidir tío otro quizá,	3.25	597149
2016-08-15 14:11:05	1	Sujeción universidad escuchar nuestra comenzar,	3.09	5194750
2020-09-16 19:34:04	1	De relaciones querer norma izquierda	3.7	4938070
2014-03-23 12:02:38	1	Multifunción ella, sol deporte gas	3.17	75849
2006-10-27 15:45:08	1	Soldadura ley raíz alguien dar	3.48	4827589
