71473725	2013-07-13 18:11:40	1
71470960	2011-03-21 10:10:00	1
71474320	2010-10-10 17:05:44	1
71468601	2016-01-17 17:58:44	1
71467180	2012-01-12 06:37:35	1
71500990	2012-09-13 13:53:38	1
71469749	2009-04-17 06:05:44	1
71477211	2018-02-18 17:39:02	1
71491519	2009-02-06 08:55:07	1
71504357	2005-09-20 07:57:37	1
71499471	2018-07-28 18:06:24	1
71463442	2006-11-14 07:28:25	1
71477554	2005-08-11 08:02:25	1
71478401	2014-06-18 10:50:18	1
71514430	2016-12-08 10:35:18	1
71503370	2005-03-15 12:57:38	1
71497483	2015-04-21 08:08:56	1
71487347	2017-10-09 18:27:48	1
71514185	2005-10-09 11:07:51	1
71460908	2016-04-22 07:08:26	1
71512043	2012-03-04 16:46:38	1
71469091	2005-06-15 07:33:07	1
71492408	2016-11-06 11:00:57	1
71466914	2013-07-22 17:56:33	1
71496419	2019-02-15 17:59:10	1
71488474	2017-09-16 17:52:14	1
71467453	2010-05-17 13:17:35	1
71490280	2005-06-19 15:51:12	1
71487200	2016-03-14 13:06:40	1
71510678	2017-04-13 07:22:21	1
71493773	2010-09-18 10:20:42	1
71470743	2018-01-10 06:44:03	1
71471562	2014-03-09 13:47:25	1
71475202	2012-04-15 09:57:08	1
71503909	2012-05-08 20:33:31	1
71482979	2015-04-12 11:40:14	1
71501396	2014-04-14 08:23:41	1
71471240	2020-03-17 10:22:39	1
71499842	2011-08-19 07:15:36	1
71475188	2015-12-06 13:35:04	1
71466655	2015-10-01 09:58:54	1
71465094	2012-01-05 10:28:30	1
71494095	2008-02-01 11:46:57	1
71472332	2012-08-05 15:15:41	1
71498729	2011-12-08 09:01:16	1
71512932	2010-07-16 09:18:57	1
71478247	2020-11-24 10:39:18	1
71484519	2011-07-04 15:01:55	1
71515382	2019-08-14 16:11:03	1
71472640	2013-08-02 18:08:42	1
71471275	2018-04-25 18:31:19	1
71469315	2008-01-26 10:03:54	1
71512960	2016-08-13 16:00:08	1
71488887	2017-03-04 18:08:28	1
71506380	2006-12-19 06:35:59	1
71483693	2019-07-25 13:26:36	1
71475328	2013-11-06 13:08:12	1
71483133	2006-07-19 14:34:18	1
71487984	2010-09-12 08:55:01	1
71492268	2018-01-15 20:47:00	1
71513380	2019-10-07 16:09:45	1
71458962	2017-07-06 06:48:59	1
71482531	2016-07-26 12:58:22	1
71506149	2018-01-13 06:57:35	1
71488418	2020-09-17 10:33:22	1
71475531	2019-01-11 18:54:02	1
71516264	2013-03-16 07:03:38	1
71464121	2008-02-01 15:44:22	1
71475608	2006-04-20 13:36:20	1
71479108	2016-11-11 15:25:30	1
71493549	2016-08-17 13:12:04	1
71493850	2017-10-27 14:34:36	1
71458521	2006-10-20 13:05:22	1
71508774	2018-02-19 13:17:18	1
71494438	2020-06-22 10:08:20	1
71458066	2007-12-22 09:17:36	1
71495334	2006-01-04 14:22:20	1
71507115	2005-07-26 18:04:19	1
71499604	2020-10-18 20:49:19	1
71502236	2019-08-09 14:58:03	1
71509418	2009-11-22 08:00:40	1
71481439	2007-08-05 14:59:52	1
71491820	2011-01-25 09:53:09	1
71462161	2008-05-01 08:57:08	1
71469077	2009-03-11 07:36:07	1
71492254	2018-12-27 11:56:01	1
71467369	2014-05-10 19:07:57	1
71488789	2005-03-22 09:28:47	1
71495383	2007-09-24 20:43:49	1
71477484	2009-04-11 18:25:47	1
71488404	2011-03-04 14:41:29	1
71462406	2018-05-16 10:47:40	1
71472290	2008-10-13 09:31:38	1
71488334	2009-10-20 14:55:18	1
71489356	2015-07-13 13:15:53	1
71469819	2016-06-19 16:36:14	1
71473627	2010-02-02 07:55:15	1
71516033	2012-07-19 15:24:15	1
71475671	2005-09-11 14:18:02	1
71459410	2011-10-08 11:13:36	1
71506002	2012-11-25 11:36:14	1
71468426	2020-01-10 14:49:34	1
71495978	2020-12-06 13:37:33	1
71462994	2013-07-09 14:04:15	1
71484750	2019-01-06 07:51:07	1
71458010	2011-08-23 11:26:31	1
71464240	2017-01-22 06:31:17	1
71496825	2008-08-17 08:23:18	1
71477099	2005-07-22 18:58:23	1
71461811	2015-10-11 17:20:46	1
71488992	2008-12-23 17:13:02	1
71459487	2010-06-22 11:48:55	1
71475363	2011-02-28 17:46:10	1
71510307	2013-09-18 18:49:42	1
71497861	2005-05-05 14:34:16	1
71498806	2010-02-28 14:01:07	1
71476609	2015-12-12 06:21:44	1
71473718	2009-03-27 15:51:02	1
71489979	2010-12-13 08:01:52	1
71474334	2005-06-03 14:06:45	1
71478912	2018-07-06 06:40:51	1
71486857	2012-06-15 15:08:29	1
71470435	2016-07-10 07:43:39	1
71481488	2018-12-09 09:48:55	1
71508858	2010-11-18 08:32:32	1
71475706	2005-10-04 16:49:06	1
71468958	2007-01-17 08:54:16	1
71512288	2005-05-19 11:50:25	1
71503405	2012-05-06 15:49:58	1
71501977	2005-11-07 16:23:18	1
71488691	2006-06-17 18:21:53	1
71491491	2013-11-23 10:31:07	1
71508585	2016-10-13 20:50:13	1
71488677	2007-04-25 07:17:49	1
71514983	2012-09-01 08:10:19	1
71476322	2008-04-25 16:28:43	1
71506100	2008-04-13 11:58:37	1
71488866	2018-07-03 15:34:09	1
71505246	2007-03-15 11:54:52	1
71513534	2005-11-06 12:16:39	1
71511098	2011-01-11 15:30:56	1
71516509	2018-06-13 16:40:37	1
71458563	2011-10-27 09:50:11	1
71478506	2007-09-18 14:31:03	1
71468685	2016-04-26 10:47:44	1
71478569	2009-01-14 09:29:05	1
71491995	2017-05-08 07:09:48	1
71505127	2008-08-14 07:24:56	1
71458717	2011-10-22 19:04:07	1
71472955	2020-08-15 06:09:24	1
71497273	2019-01-21 09:10:12	1
71472948	2007-06-24 10:41:56	1
71475202	2005-01-28 07:52:21	1
71482790	2009-05-19 10:47:54	1
71462420	2008-05-07 10:36:14	1
71506723	2018-10-26 10:29:20	1
71501921	2010-04-03 12:53:31	1
71466844	2010-09-25 12:29:06	1
71475790	2020-05-08 09:20:59	1
71512260	2010-07-17 15:04:08	1
71484449	2008-07-21 18:26:49	1
71489139	2012-12-10 09:10:11	1
71486493	2014-08-27 08:41:00	1
71471527	2011-07-01 13:59:19	1
71502089	2017-01-26 11:29:32	1
71490133	2019-07-11 09:10:42	1
71478191	2018-08-11 09:43:24	1
71483301	2018-08-06 14:06:47	1
71506513	2010-07-25 08:22:25	1
71500976	2013-03-13 08:19:05	1
71491925	2011-10-07 08:38:59	1
71499233	2008-01-19 07:41:06	1
71507927	2006-04-11 08:02:44	1
71504518	2018-10-25 10:05:23	1
71469805	2013-12-06 14:46:27	1
71497546	2014-12-05 19:36:01	1
71492646	2016-08-04 08:42:53	1
71458045	2014-07-15 19:22:14	1
71481362	2015-08-08 19:38:58	1
71511616	2014-08-07 17:36:36	1
71484932	2010-01-23 18:52:26	1
71502873	2018-03-04 19:06:03	1
71473697	2019-04-25 12:45:15	1
71478317	2010-10-06 10:56:48	1
71512645	2016-08-15 14:11:05	1
71470379	2020-09-16 19:34:04	1
71486297	2014-03-23 12:02:38	1
71467754	2006-10-27 15:45:08	1
71462021	2019-12-14 08:00:29	1
71469518	2013-02-11 09:30:17	1
71483049	2020-05-22 18:41:21	1
71514213	2012-04-02 13:34:00	1
71500087	2006-02-02 15:28:18	1
71473550	2014-07-27 18:34:14	1
71509208	2009-11-23 12:03:27	1
71474320	2010-03-19 08:06:26	1
71458206	2014-10-17 06:12:28	1
71470414	2015-09-21 17:17:46	1
71496944	2008-10-03 12:09:50	1
71491169	2011-05-17 12:45:29	1
71469945	2009-11-26 06:56:26	1
71493493	2006-01-04 20:35:45	1
71506786	2006-11-16 12:33:12	1
71485996	2018-11-23 14:37:07	1
71489944	2009-08-13 14:23:51	1
71515564	2017-06-12 18:43:31	1
71479759	2015-12-28 06:50:45	1
71473998	2006-11-26 16:34:22	1
71516579	2017-06-04 17:57:29	1
71459949	2009-06-06 17:03:11	1
71493129	2018-02-21 15:52:59	1
71478233	2007-10-12 19:25:16	1
71473613	2008-02-20 09:57:46	1
71503069	2020-03-23 07:16:20	1
71512176	2013-07-17 08:15:15	1
71495929	2005-01-13 20:11:53	1
71503286	2008-08-12 13:05:16	1
71462518	2016-01-07 17:59:55	1
71463092	2017-09-25 11:24:55	1
71509250	2019-03-09 18:10:53	1
71466529	2020-12-22 13:35:15	1
71462343	2010-08-19 10:32:22	1
71514885	2009-06-04 16:01:09	1
71463617	2006-12-04 10:59:09	1
71481572	2018-01-01 14:01:36	1
71507206	2013-03-25 10:59:33	1
71495173	2007-10-10 07:12:55	1
71510405	2013-01-06 14:00:21	1
71480256	2011-09-05 09:49:26	1
71501585	2008-11-16 16:06:11	1
71510202	2017-01-15 08:10:13	1
71503545	2006-01-26 07:53:29	1
71464604	2014-06-28 09:53:57	1
71498890	2014-04-07 06:40:52	1
71504224	2018-04-14 12:09:08	1
71512988	2009-06-10 17:53:35	1
71510811	2018-08-13 10:59:00	1
71501683	2005-02-07 18:45:31	1
71466347	2006-05-28 19:07:17	1
71480046	2018-04-17 13:48:05	1
71504903	2015-05-08 11:07:21	1
71478870	2011-03-06 06:45:05	1
71465857	2009-12-05 08:06:26	1
71511238	2019-04-07 15:53:01	1
71471786	2012-08-08 16:57:39	1
71487585	2006-01-12 18:06:21	1
71496636	2010-06-09 14:55:36	1
71510349	2019-05-11 08:36:50	1
71501592	2006-07-24 08:35:39	1
71484036	2014-09-07 18:38:54	1
71486948	2019-06-18 11:15:00	1
71482643	2018-03-11 08:18:35	1
71485268	2020-10-15 13:16:24	1
71466564	2015-04-28 19:24:23	1
71469364	2020-02-23 06:17:34	1
71506289	2017-06-22 15:27:46	1
71505470	2005-11-05 18:21:44	1
71463624	2009-03-19 17:19:12	1
71479213	2011-02-08 12:04:23	1
71487207	2015-06-03 08:38:22	1
71500605	2011-05-22 11:42:26	1
71492499	2014-04-03 14:04:54	1
71465682	2009-09-01 09:34:13	1
71471793	2013-04-21 11:10:49	1
71475146	2012-04-08 20:28:30	1
71484246	2015-08-22 10:55:23	1
71516138	2017-10-16 20:33:47	1
71492219	2015-03-06 09:43:51	1
71467719	2020-09-18 20:49:54	1
71459564	2008-01-08 18:11:15	1
71481292	2009-09-01 10:54:26	1
71489440	2019-01-21 10:33:36	1
71475741	2016-01-02 12:08:33	1
71473480	2009-06-15 10:42:41	1
71505295	2012-08-03 16:36:10	1
71501522	2010-10-07 10:11:02	1
71479815	2011-09-15 07:09:00	1
71496335	2015-12-15 18:40:39	1
71496902	2017-08-11 20:05:31	1
71474096	2015-07-17 14:58:46	1
71465976	2009-06-04 09:37:40	1
71462875	2015-05-11 15:28:36	1
71467166	2006-04-22 18:45:30	1
71487648	2010-02-10 18:28:39	1
71507227	2005-12-21 06:31:12	1
71462434	2007-01-18 13:14:19	1
71493633	2007-02-01 16:18:53	1
71499821	2009-06-24 06:16:23	1
71502397	2019-04-16 06:56:22	1
71479241	2018-08-20 11:44:49	1
71481243	2013-04-27 15:42:20	1
71477981	2011-02-01 14:13:33	1
71473648	2015-10-14 14:37:51	1
71475384	2009-02-28 18:46:50	1
71511469	2013-03-05 13:00:56	1
71475951	2007-02-25 17:36:15	1
71486969	2014-06-06 08:08:42	1
71463064	2013-02-11 10:29:53	1
71515613	2010-11-27 12:05:51	1
71514703	2017-04-22 18:41:11	1
71499828	2010-01-09 06:50:52	1
71471177	2012-03-17 13:32:39	1
71510447	2015-01-10 12:06:33	1
71489307	2017-01-01 15:32:09	1
71492408	2009-09-11 10:08:02	1
71462098	2020-09-18 13:38:59	1
71508977	2006-06-24 18:03:10	1
71474117	2017-06-08 09:27:23	1
71505260	2020-06-18 09:28:05	1
71469308	2015-08-22 06:37:39	1
71463176	2014-05-15 19:29:10	1
71462644	2014-05-17 15:35:00	1
71481516	2005-05-05 20:48:29	1
71477400	2011-12-26 16:27:12	1
71466291	2016-01-07 16:50:39	1
71512414	2010-04-03 06:26:21	1
71459522	2020-07-03 10:29:13	1
71505078	2010-04-15 13:33:30	1
71488040	2006-05-10 06:40:05	1
71490350	2010-04-19 20:02:04	1
